INPUT:id_left	INPUT:id_right	INPUT:json_left	INPUT:json_right	OUTPUT:income	OUTPUT:office	OUTPUT:realty	OUTPUT:region	OUTPUT:result	OUTPUT:rubric	OUTPUT:vehicle	OUTPUT:comments	OUTPUT:position	OUTPUT:person_name	GOLDEN:income	GOLDEN:office	GOLDEN:realty	GOLDEN:region	GOLDEN:result	GOLDEN:rubric	GOLDEN:vehicle	GOLDEN:comments	GOLDEN:position	GOLDEN:person_name	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
section-1011356	section-727788	"{""sections"":[{""year"":""2015"",""office"":""Нижний Новгород - городской округ"",""person"":{""role"":""главный специалист"",""name_raw"":""Волкова М.Ю."",""department"":""Департамент экономического развития, инвестиций и предпринимательства""},""source"":""disclosures"",""incomes"":[{""size"":370874},{""size"":652136,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м CHEVROLET LANOS"",""relative"":""супруг(а)""}],""name_rank"":108,""office_id"":1886,""real_estates"":[{""square"":44,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":63,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":44,""relative"":""супруг(а)"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":15,""office_region"":""Нижегородская область"",""office_rubric"":""Муниципалитеты"",""office_section_count"":12585}]}"	"{""sections"":[{""year"":""2017"",""office"":""Мытищи - городской округ"",""person"":{""role"":""Начальник Управления земельно-имущественных отношений"",""name_raw"":""Волкова Мария Юрьевна""},""source"":""disclosures"",""incomes"":[{""size"":1721700}],""vehicles"":[{""text"":""а/м Фольсваген Тигуан""}],""name_rank"":788,""office_id"":1494,""real_estates"":[{""square"":660,""type_raw"":""земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":29,""type_raw"":""дача общая долевая"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":52,""type_raw"":""квартира индивидуальная"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":40,""type_raw"":""квартира индивидуальная"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":15,""office_region"":""Московская область"",""office_rubric"":""Муниципалитеты"",""office_section_count"":1490}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c308f860621b1a766d4a	000127e9c8--5fd9c308f860621b1a766d4a	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:19:20.259	+	
section-2805920	section-1791579	"{""sections"":[{""year"":""2015"",""office"":""Минераловодский - городской округ"",""person"":{""role"":""Депутат Совета депутатов Минераловодского городского округа Ставропольского края"",""name_raw"":""Степаненко А.И.""},""source"":""disclosures"",""incomes"":[{""size"":249266},{""size"":87097,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой Audi Q7"",""relative"":""супруг(а)""}],""name_rank"":19,""office_id"":3462,""real_estates"":[{""square"":196,""type_raw"":""Жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":185,""relative"":""супруг(а)"",""type_raw"":""Жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":396,""office_region"":""Ставропольский край"",""office_rubric"":""Муниципалитеты"",""office_section_count"":1207}]}"	"{""sections"":[{""year"":""2018"",""office"":""Алейск - городской округ"",""person"":{""role"":""ведущий специа-лист"",""name_raw"":""Степаненко А.И."",""department"":""Комитет по жилищно-коммунальному хозяйству, транспорту, строительству и архитектуре администрации города""},""source"":""disclosures"",""incomes"":[{""size"":593502}],""vehicles"":[{""text"":""Автомобиль легковой УАЗ 31512""},{""text"":""Автомобиль легковой НИВА 212140""},{""text"":""Автомобиль легковой ГАЗ 31105""}],""name_rank"":19,""office_id"":2315,""real_estates"":[{""square"":1300,""type_raw"":""земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":40,""type_raw"":""жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":28,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":396,""office_region"":""Алтайский край"",""office_rubric"":""Муниципалитеты"",""office_section_count"":521}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c3247dbd121b6754ba50	000127e9c8--5fd9c3247dbd121b6754ba50	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:19:48.737	+	
section-2903481	section-4459444	"{""sections"":[{""year"":""2011"",""office"":""Управление Федерального казначейства Мурманская область"",""person"":{""role"":""Ведущий специалист - эксперт"",""name_raw"":""Яковлева Ольга Викторовна""},""source"":""disclosures"",""incomes"":[{""size"":661710}],""name_rank"":96,""office_id"":4762,""real_estates"":[{""square"":42,""type_raw"":""Квартира\n(долевая собственность, 1/2 доли)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":34,""office_region"":""Мурманская область"",""office_rubric"":""Исполнительная власть"",""office_section_count"":4326}]}"	"{""sections"":[{""year"":""2017"",""office"":""Комитет по природным ресурсам и экологии Псковской области"",""person"":{""role"":""Заместитель начальника отдела"",""name_raw"":""Яковлева О.В.""},""source"":""disclosures"",""incomes"":[{""size"":473673}],""name_rank"":10,""office_id"":8426,""real_estates"":[{""square"":45,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":45,""relative"":""ребенок"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":34,""office_region"":""Псковская область"",""office_rubric"":""Исполнительная власть"",""office_section_count"":145}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c33bed32ff2ea0eeb95a	000127e9c8--5fd9c33bed32ff2ea0eeb95a	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:20:11.455	+	
section-3338711	section-389286	"{""sections"":[{""year"":""2015"",""office"":""Управление Россельхознадзора Республика Башкортостан"",""person"":{""role"":""Заместитель Руководителя"",""name_raw"":""Петров Ю.А."",""department"":""34. Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Республике Башкортостан""},""source"":""disclosures"",""incomes"":[{""size"":1891174},{""size"":588697,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой: Hyundai TUCSON (2008 г.и.)""},{""text"":""Автомобиль легковой: ДЭУ MATIZ (2008 г.и.)"",""relative"":""супруг(а)""}],""name_rank"":34,""office_id"":5414,""real_estates"":[{""square"":1829770,""type_raw"":""земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":39,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":39,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":39,""relative"":""ребенок"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":39,""relative"":""ребенок"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":13,""office_region"":""Республика Башкортостан"",""office_rubric"":""Исполнительная власть"",""office_section_count"":605}]}"	"{""sections"":[{""year"":""2016"",""office"":""Министерство промышленности и торговли"",""person"":{""role"":""Начальник отдела"",""name_raw"":""Петров Юрий Анатольевич""},""source"":""disclosures"",""incomes"":[{""size"":1001386},{""size"":1113345,""relative"":""супруг(а)""},{""size"":0,""relative"":""ребенок""}],""vehicles"":[{""text"":""легковой автомобиль: ФОРД ЭКСПЛОРЕР""}],""name_rank"":537,""office_id"":600,""real_estates"":[{""square"":65,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":66,""type_raw"":""Квартиры"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":96,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":50,""relative"":""супруг(а)"",""type_raw"":""Квартиры"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":96,""relative"":""супруг(а)"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":65,""relative"":""супруг(а)"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":96,""relative"":""ребенок"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":65,""relative"":""ребенок"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":66,""relative"":""ребенок"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":13,""office_region"":"""",""office_rubric"":""Исполнительная власть"",""office_section_count"":4389}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c3460c6f3c1f260e722b	000127e9c8--5fd9c3460c6f3c1f260e722b	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:20:22.553	+	
section-1715298	section-200779	"{""sections"":[{""year"":""2011"",""office"":""Министерство обороны"",""person"":{""name_raw"":""Чернышев М.А.""},""source"":""disclosures"",""incomes"":[{""size"":588917},{""size"":490574,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Шевроле""}],""name_rank"":16,""office_id"":450,""real_estates"":[{""square"":54,""relative"":""супруг(а)"",""type_raw"":""квартира (общая долевая)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":658,""office_region"":"""",""office_rubric"":""Военные"",""office_section_count"":351383}]}"	"{""sections"":[{""year"":""2012"",""office"":""Ростов-на-Дону - городской округ"",""person"":{""role"":""Мэр (глава Администрации) города Ростова-на-Дону"",""name_raw"":""Чернышев Михаил Анатольевич""},""source"":""disclosures"",""incomes"":[{""size"":3491661},{""size"":2178169,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автоприцеп,\nМЗСА 817711""},{""text"":""мототранспортные средства:\n- мотовездеход «Ямаха YFA -125»;\n\n\n- снегоход\n«Ямаха SVX -70 VT»""},{""text"":""автомашина легковая,\n«Ауди А5»"",""relative"":""супруг(а)""}],""name_rank"":730,""office_id"":1612,""real_estates"":[{""square"":2024,""type_raw"":""земельный участок приусадебный\n (общая долевая собственность 1/2)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":122,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":771,""type_raw"":""жилой дом \n(общая долевая собственность 1/2)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":214,""type_raw"":""квартира (индивидуальная собственность)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":26,""type_raw"":""гараж \n(индивидуальная собственность)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":45,""type_raw"":""гараж \n(индивидуальная собственность)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":1510,""type_raw"":""место на подземной парковке\n (общая долевая собственность 1/42)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":60,""type_raw"":""нежилое помещение (индивидуальная собственность)"",""country_raw"":""Неизвестное государство"",""owntype_raw"":""В собственности""},{""square"":2024,""relative"":""супруг(а)"",""type_raw"":""земельный участок приусадебный\n (общая долевая собственность 1/2)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":93,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":771,""relative"":""супруг(а)"",""type_raw"":""жилой дом \n(общая долевая собственность 1/2)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":122,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":120,""relative"":""супруг(а)"",""type_raw"":""квартира (индивидуальная собственность)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":25,""relative"":""супруг(а)"",""type_raw"":""гараж \n(индивидуальная собственность)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":20,""relative"":""супруг(а)"",""type_raw"":""машиноместо (индивидуальная собственность)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":658,""office_region"":""Ростовская область"",""office_rubric"":""Муниципалитеты"",""office_section_count"":4735}]}"	false	false	false	false	NO	false	false		false	false					NO							https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c35a02a018215b497a3a	000127e9c8--5fd9c35a02a018215b497a3a	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:20:42.004	+	
section-2374171	section-672621	"{""sections"":[{""year"":""2011"",""office"":""ГУФСИН Нижегородская область"",""person"":{""role"":""Главный инженер"",""name_raw"":""Виноградов А.В."",""department"":""ФКУ ИК – 11 ГУФСИН России по Нижегородской области""},""source"":""disclosures"",""incomes"":[{""size"":448080},{""size"":105494,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой ВАЗ 21074""}],""name_rank"":0,""office_id"":3942,""real_estates"":[{""square"":92,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":92,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":92,""relative"":""ребенок"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":300,""office_region"":""Нижегородская область"",""office_rubric"":""ФСИН"",""office_section_count"":7364}]}"	"{""sections"":[{""year"":""2015"",""office"":""Химки - городской округ"",""person"":{""role"":""Заместитель Главы Администрации городского округа"",""name_raw"":""Виноградов Алексей Владимирович""},""source"":""disclosures"",""incomes"":[{""size"":1317891},{""size"":29043,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Range Rover""}],""name_rank"":132,""office_id"":1478,""surname_rank"":300,""office_region"":""Московская область"",""office_rubric"":""Муниципалитеты"",""office_section_count"":2050}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c368d25b9243b88eb0f7	000127e9c8--5fd9c368d25b9243b88eb0f7	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:20:56.456	+	
section-3768779	section-1747154	"{""sections"":[{""year"":""2010"",""office"":""Уральское таможенное управление"",""person"":{""role"":""Заместитель начальника отдела"",""name_raw"":""Елисеев Игорь Александрович""},""source"":""disclosures"",""incomes"":[{""size"":524081},{""size"":318494,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Россия""},{""text"":""Россия"",""relative"":""супруг(а)""}],""name_rank"":359,""office_id"":5506,""real_estates"":[{""type_raw"":""легковой автомобиль ВАЗ (индивидуальная)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":-1,""type_raw"":""квартира (общая долевая 1/3)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":-1,""relative"":""супруг(а)"",""type_raw"":""квартира (общая долевая 1/3)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":592,""office_region"":"""",""office_rubric"":""Исполнительная власть"",""office_section_count"":5907}]}"	"{""sections"":[{""year"":""2016"",""office"":""Артёмовский - городской округ"",""person"":{""role"":""Начальник отдела информационных систем"",""name_raw"":""Елисеев Игорь Александрович""},""source"":""disclosures"",""incomes"":[{""size"":580514},{""size"":687316,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой Toyota Allion 2004""},{""text"":""Автомобиль легковой Nissan TiidaLatio 2005"",""relative"":""супруг(а)""}],""name_rank"":359,""office_id"":2697,""real_estates"":[{""square"":61,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":42,""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":42,""relative"":""супруг(а)"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":61,""relative"":""супруг(а)"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":42,""relative"":""ребенок"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":61,""relative"":""ребенок"",""type_raw"":""Квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":592,""office_region"":""Приморский край"",""office_rubric"":""Муниципалитеты"",""office_section_count"":1886}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c3846c45b85054e3168c	000127e9c8--5fd9c3846c45b85054e3168c	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:21:24.849	+	
section-3142853	section-2493139	"{""sections"":[{""year"":""2016"",""office"":""УФСИН Республика Дагестан"",""person"":{""role"":""начальник"",""name_raw"":""Сукачев С.А."",""department"":""ФКУ ЦИТОВ УФСИН России по Еврейской автономной области""},""source"":""disclosures"",""incomes"":[{""size"":1279033},{""size"":496935,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Ниссан qashqai""},{""text"":""автомобиль легковой Тойота Литайс"",""relative"":""супруг(а)""}],""name_rank"":5,""office_id"":3913,""real_estates"":[{""square"":56,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":56,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":24,""type_raw"":""гараж"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":56,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":23,""relative"":""супруг(а)"",""type_raw"":""иное недвижимое имущество"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":56,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":20,""relative"":""супруг(а)"",""type_raw"":""иное недвижимое имущество"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":24,""relative"":""супруг(а)"",""type_raw"":""гараж"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":15298,""office_region"":""Республика Дагестан"",""office_rubric"":""ФСИН"",""office_section_count"":15082}]}"	"{""sections"":[{""year"":""2016"",""office"":""Федеральная служба исполнения наказаний"",""person"":{""role"":""начальник"",""name_raw"":""Сукачев С.А."",""department"":""ФКУ ЦИТОВ УФСИН России по Еврейской автономной области""},""source"":""disclosures"",""incomes"":[{""size"":1279033},{""size"":496935,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Ниссан qashqai""},{""text"":""автомобиль легковой Тойота Литайс"",""relative"":""супруг(а)""}],""name_rank"":5,""office_id"":482,""real_estates"":[{""square"":56,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":56,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":24,""type_raw"":""гараж"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":56,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":23,""relative"":""супруг(а)"",""type_raw"":""иное недвижимое имущество"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":56,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":20,""relative"":""супруг(а)"",""type_raw"":""иное недвижимое имущество"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":24,""relative"":""супруг(а)"",""type_raw"":""гараж"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":15298,""office_region"":"""",""office_rubric"":""ФСИН"",""office_section_count"":62916}]}"	false	false	false	false	YES	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c3a263525d2eb4661a23	000127e9c8--5fd9c3a263525d2eb4661a23	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:21:54.353	+	
section-255183	section-257717	"{""sections"":[{""year"":""2016"",""office"":""Правительство республики Мордовия"",""person"":{""role"":""директор ГБПОУ Республики Мордовия «Краснослободский медицинский колледж»"",""name_raw"":""Родькин Александр Иванович""},""source"":""disclosures"",""incomes"":[{""size"":780116},{""size"":450204,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легко-вой Шевроле Нива индивидуальная собствен-ность""}],""name_rank"":128,""office_id"":158,""real_estates"":[{""square"":1485,""type_raw"":""Земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":702,""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":134,""type_raw"":""Жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":25,""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":134,""relative"":""супруг(а)"",""type_raw"":""Жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":702,""relative"":""супруг(а)"",""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":25,""relative"":""супруг(а)"",""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":1485,""relative"":""супруг(а)"",""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":8131,""office_region"":""Республика Мордовия"",""office_rubric"":""Исполнительная власть"",""office_section_count"":2990}]}"	"{""sections"":[{""year"":""2017"",""office"":""Министерство здравоохранения Республики Мордовия"",""person"":{""role"":""директор ГБПОУ Республики Мордовия «Краснослободский медицинский колледж»"",""name_raw"":""Родькин Александр Иванович""},""source"":""disclosures"",""incomes"":[{""size"":685777},{""size"":464343,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легко-вой Шевроле Нива индивидуальная собствен-ность""}],""name_rank"":128,""office_id"":8068,""real_estates"":[{""square"":1485,""type_raw"":""Земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":702,""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":134,""type_raw"":""Жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":25,""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":134,""relative"":""супруг(а)"",""type_raw"":""Жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":702,""relative"":""супруг(а)"",""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":25,""relative"":""супруг(а)"",""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":1485,""relative"":""супруг(а)"",""type_raw"":""Земель-ный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":8131,""office_region"":""Республика Мордовия"",""office_rubric"":""Медицина"",""office_section_count"":184}]}"	false	false	false	false	YES	false	false		false	false					YES							https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c3b4b914ec451b9e05bb	000127e9c8--5fd9c3b4b914ec451b9e05bb	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:22:12.948	+	
section-2682338	section-4645556	"{""sections"":[{""year"":""2011"",""office"":""УФСИН Смоленская область"",""person"":{""role"":""Заместитель начальника отдела"",""name_raw"":""Андреев Андрей Евгеньевич""},""source"":""disclosures"",""incomes"":[{""size"":445578},{""size"":136009,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль ВАЗ 21099""}],""name_rank"":749,""office_id"":3960,""real_estates"":[{""square"":58,""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":650,""relative"":""супруг(а)"",""type_raw"":""Земельный участок (садовый)"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":58,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":58,""relative"":""ребенок"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":58,""relative"":""ребенок"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":78,""office_region"":""Смоленская область"",""office_rubric"":""ФСИН"",""office_section_count"":1763}]}"	"{""sections"":[{""year"":""2019"",""office"":""Федеральная служба исполнения наказаний"",""person"":{""role"":""заместитель начальника"",""name_raw"":""Андреев А.Е."",""department"":""ФКЛПУ РБ-2 УФСИН России по Республике Карелия""},""source"":""disclosures"",""incomes"":[{""size"":1520761},{""size"":1272486,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль Мицубиси pajero""},{""text"":""прицеп МЗСА""},{""text"":""мотор лодочный Сузуки""},{""text"":""лодка Гладиатор""}],""name_rank"":80,""office_id"":482,""real_estates"":[{""square"":116,""type_raw"":""жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":790,""relative"":""супруг(а)"",""type_raw"":""земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":116,""relative"":""супруг(а)"",""type_raw"":""жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":740,""relative"":""супруг(а)"",""type_raw"":""земельный участок"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":40,""relative"":""супруг(а)"",""type_raw"":""жилой дом"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""},{""square"":60,""relative"":""супруг(а)"",""type_raw"":""квартира"",""country_raw"":""Россия"",""owntype_raw"":""В собственности""}],""surname_rank"":78,""office_region"":"""",""office_rubric"":""ФСИН"",""office_section_count"":62916}]}"	false	false	false	false	NO	false	false		false	false												https://toloka.yandex.ru/task/19392968/000127e9c8--5fd9c3be7dbd121b6754db32	000127e9c8--5fd9c3be7dbd121b6754db32	1f5746083fe9eea1ec2aa9f2fe0cb829	APPROVED	2020-12-16T08:22:22.944	+	
